ProductCode,Order date,Quantity,Unit price,Discount,Product group
1103,2025-03-26,70.0,32.5,12.30769231,RICE & NOODLES
1103,2025-04-07,12.0,32.5,12.30769231,RICE & NOODLES
1103,2025-04-11,60.0,32.5,12.30769231,RICE & NOODLES
1103,2025-04-15,120.0,32.5,14.0,RICE & NOODLES
1103,2025-04-18,26.0,32.5,12.30769231,RICE & NOODLES
1103,2025-04-23,20.0,32.5,12.30769231,RICE & NOODLES
1103,2025-04-24,10.0,32.5,12.30769231,RICE & NOODLES
1103,2025-04-25,2.0,32.5,9.23076923,RICE & NOODLES
1103,2025-04-29,60.0,32.5,12.30769231,RICE & NOODLES
1153,2024-01-17,1.0,33.5,0.0,RICE & NOODLES
1153,2024-01-30,50.0,29.5,0.0,RICE & NOODLES
1153,2024-01-31,385.0,27.5,0.0,RICE & NOODLES
1153,2024-02-01,10.0,29.5,0.0,RICE & NOODLES
1153,2024-02-02,55.0,29.5,0.0,RICE & NOODLES
1153,2024-02-05,590.0,29.5,0.0,RICE & NOODLES
1153,2024-02-06,335.0,29.5,0.0,RICE & NOODLES
1153,2024-02-07,55.0,29.5,0.0,RICE & NOODLES
1153,2024-02-08,136.0,29.5,0.0,RICE & NOODLES
1153,2024-02-09,181.0,29.25,0.0,RICE & NOODLES
1153,2024-02-12,221.0,33.5,0.0,RICE & NOODLES
1153,2024-02-13,178.0,30.5,0.0,RICE & NOODLES
1153,2024-02-14,155.0,29.5,0.0,RICE & NOODLES
1153,2024-02-15,10.0,32.5,0.0,RICE & NOODLES
1153,2024-02-16,186.0,29.5,0.0,RICE & NOODLES
1153,2024-02-20,20.0,29.5,0.0,RICE & NOODLES
1153,2024-02-21,75.0,29.5,0.0,RICE & NOODLES
1153,2024-02-22,149.0,33.5,0.0,RICE & NOODLES
1153,2024-02-23,90.0,29.95,0.0,RICE & NOODLES
1153,2024-02-26,320.0,28.99,0.0,RICE & NOODLES
1153,2024-02-27,15.0,30.5,0.0,RICE & NOODLES
1153,2024-02-28,158.0,33.5,0.0,RICE & NOODLES
1153,2024-02-29,50.0,29.5,0.0,RICE & NOODLES
1153,2024-03-01,30.0,32.45,0.0,RICE & NOODLES
1153,2024-03-11,50.0,29.5,0.0,RICE & NOODLES
1153,2024-03-13,185.0,28.5,0.0,RICE & NOODLES
1153,2024-03-15,33.0,29.5,0.0,RICE & NOODLES
1153,2024-03-18,168.0,30.5,0.0,RICE & NOODLES
1153,2024-03-19,30.0,33.5,14.92537313,RICE & NOODLES
1153,2024-03-20,25.0,29.0,0.0,RICE & NOODLES
1153,2024-03-21,205.0,29.0,0.0,RICE & NOODLES
1153,2024-03-25,60.0,33.5,11.94029851,RICE & NOODLES
1153,2024-03-26,20.0,29.0,0.0,RICE & NOODLES
1153,2024-03-27,155.0,33.5,11.94029851,RICE & NOODLES
1153,2024-04-02,266.0,33.5,14.92537313,RICE & NOODLES
1153,2024-04-03,110.0,33.5,0.0,RICE & NOODLES
1153,2024-04-04,125.0,33.5,8.95522388,RICE & NOODLES
1153,2024-04-05,167.0,28.5,0.0,RICE & NOODLES
1153,2024-04-06,25.0,33.5,14.92537313,RICE & NOODLES
1153,2024-04-08,75.0,33.5,0.0,RICE & NOODLES
1153,2024-04-09,15.0,33.5,12.8358209,RICE & NOODLES
1153,2024-04-10,440.0,33.5,17.91044776,RICE & NOODLES
1153,2024-04-11,165.0,33.5,14.92537313,RICE & NOODLES
1153,2024-04-12,25.0,33.5,11.94029851,RICE & NOODLES
1153,2024-04-16,371.0,33.5,99.70149254,RICE & NOODLES
1153,2024-04-17,35.0,33.5,14.92537313,RICE & NOODLES
1153,2024-04-18,255.0,29.0,0.0,RICE & NOODLES
1153,2024-04-21,7.0,33.5,8.95522388,RICE & NOODLES
1153,2024-04-22,15.0,33.5,0.0,RICE & NOODLES
1153,2024-04-23,120.0,33.5,11.94029851,RICE & NOODLES
1153,2024-04-24,120.0,33.5,11.94029851,RICE & NOODLES
1153,2024-04-25,40.0,33.5,11.94029851,RICE & NOODLES
1153,2024-04-26,20.0,33.5,0.0,RICE & NOODLES
1153,2024-04-29,21.0,33.5,0.0,RICE & NOODLES
1153,2024-04-30,60.0,33.5,5.97014925,RICE & NOODLES
1153,2024-05-01,85.0,33.5,11.94029851,RICE & NOODLES
1153,2024-05-02,55.0,33.5,11.94029851,RICE & NOODLES
1153,2024-05-03,55.0,33.5,13.46268657,RICE & NOODLES
1153,2024-05-06,180.0,33.5,17.91044776,RICE & NOODLES
1153,2024-05-07,110.0,33.5,14.32835821,RICE & NOODLES
1153,2024-05-08,30.0,33.5,11.94029851,RICE & NOODLES
1153,2024-05-10,70.0,33.5,2.98507463,RICE & NOODLES
1153,2024-05-14,161.0,33.5,0.0,RICE & NOODLES
1153,2024-05-15,75.0,33.5,0.0,RICE & NOODLES
1153,2024-05-16,33.0,33.5,8.95522388,RICE & NOODLES
1153,2024-05-17,65.0,33.5,14.92537313,RICE & NOODLES
1153,2024-05-21,226.0,33.5,0.0,RICE & NOODLES
1153,2024-05-22,60.0,33.5,0.0,RICE & NOODLES
1153,2024-05-23,15.0,33.5,14.92537313,RICE & NOODLES
1153,2024-05-24,20.0,33.5,0.0,RICE & NOODLES
1153,2024-05-27,76.0,33.5,5.97014925,RICE & NOODLES
1153,2024-05-28,3.0,33.5,13.43283582,RICE & NOODLES
1153,2024-05-29,30.0,29.5,0.0,RICE & NOODLES
1153,2024-05-30,330.0,33.5,11.94029851,RICE & NOODLES
1153,2024-05-31,115.0,33.5,11.94029851,RICE & NOODLES
1153,2024-06-04,173.0,33.5,13.58208955,RICE & NOODLES
1153,2024-06-07,110.0,33.5,14.92537313,RICE & NOODLES
1153,2024-06-10,116.0,33.5,11.94029851,RICE & NOODLES
1153,2024-06-12,85.0,33.5,14.92537313,RICE & NOODLES
1153,2024-06-13,85.0,33.5,11.94029851,RICE & NOODLES
1153,2024-06-14,250.0,33.5,17.91044776,RICE & NOODLES
1153,2024-06-17,140.0,33.5,14.92537313,RICE & NOODLES
1153,2024-06-18,45.0,33.5,13.43283582,RICE & NOODLES
1153,2024-06-20,60.0,33.5,11.94029851,RICE & NOODLES
1153,2024-06-25,55.0,33.5,5.97014925,RICE & NOODLES
1153,2024-06-26,23.0,33.5,0.0,RICE & NOODLES
1153,2024-06-27,75.0,33.5,13.58208955,RICE & NOODLES
1153,2024-06-28,10.0,33.5,11.94029851,RICE & NOODLES
1153,2024-07-03,55.0,33.5,11.94029851,RICE & NOODLES
1153,2024-07-04,195.0,33.5,13.43283582,RICE & NOODLES
1153,2024-07-05,25.0,33.5,14.92537313,RICE & NOODLES
1153,2024-07-08,140.0,34.65,14.86291486,RICE & NOODLES
1153,2024-07-09,10.0,33.5,0.0,RICE & NOODLES
1153,2024-07-10,61.0,29.5,0.0,RICE & NOODLES
1153,2024-07-11,800.0,27.5,0.0,RICE & NOODLES
1153,2024-07-12,80.0,29.5,0.0,RICE & NOODLES
1153,2024-07-15,187.0,33.5,11.94029851,RICE & NOODLES
1153,2024-07-16,50.0,33.5,0.0,RICE & NOODLES
1153,2024-07-18,220.0,33.5,11.94029851,RICE & NOODLES
1153,2024-07-19,20.0,29.5,0.0,RICE & NOODLES
1153,2024-07-22,185.0,34.65,14.86291486,RICE & NOODLES
1153,2024-07-23,10.0,34.65,16.45021645,RICE & NOODLES
1153,2024-07-24,50.0,34.65,14.86291486,RICE & NOODLES
1153,2024-07-26,70.0,34.65,14.86291486,RICE & NOODLES
1153,2024-07-29,10.0,34.65,6.2049062,RICE & NOODLES
1153,2024-07-30,80.0,34.65,14.86291486,RICE & NOODLES
1153,2024-08-01,22.0,34.65,11.97691198,RICE & NOODLES
1153,2024-08-02,60.0,34.65,14.86291486,RICE & NOODLES
1153,2024-08-05,174.0,34.65,14.86291486,RICE & NOODLES
1153,2024-08-06,95.0,34.65,16.30591631,RICE & NOODLES
1153,2024-08-07,10.0,34.65,14.86291486,RICE & NOODLES
1153,2024-08-08,90.0,34.65,14.86291486,RICE & NOODLES
1153,2024-08-09,385.0,34.65,16.33477633,RICE & NOODLES
1153,2024-08-12,115.0,34.65,17.02741703,RICE & NOODLES
1153,2024-08-13,30.0,34.65,14.86291486,RICE & NOODLES
1153,2024-08-14,71.0,34.65,3.31890332,RICE & NOODLES
1153,2024-08-15,600.0,34.65,22.07792208,RICE & NOODLES
1153,2024-08-16,80.0,34.65,17.74891775,RICE & NOODLES
1153,2024-08-19,65.0,34.65,14.86291486,RICE & NOODLES
1153,2024-08-20,55.0,34.65,16.30591631,RICE & NOODLES
1153,2024-08-21,120.0,34.65,8.65800866,RICE & NOODLES
1153,2024-08-22,60.0,34.65,11.97691198,RICE & NOODLES
1153,2024-08-23,55.0,34.65,14.86291486,RICE & NOODLES
1153,2024-08-26,110.0,34.65,14.86291486,RICE & NOODLES
1153,2024-08-27,368.0,34.65,16.45021645,RICE & NOODLES
1153,2024-08-28,30.0,34.65,6.2049062,RICE & NOODLES
1153,2024-08-29,125.0,34.65,14.86291486,RICE & NOODLES
1153,2024-08-30,135.0,34.65,17.74891775,RICE & NOODLES
1153,2024-09-02,20.0,34.65,3.31890332,RICE & NOODLES
1153,2024-09-03,55.0,34.65,17.74891775,RICE & NOODLES
1153,2024-09-04,50.0,34.65,16.30591631,RICE & NOODLES
1153,2024-09-05,125.0,34.65,14.86291486,RICE & NOODLES
1153,2024-09-09,75.0,34.65,14.86291486,RICE & NOODLES
1153,2024-09-10,250.0,34.65,16.30591631,RICE & NOODLES
1153,2024-09-11,54.0,34.65,16.45021645,RICE & NOODLES
1153,2024-09-12,165.0,34.65,14.86291486,RICE & NOODLES
1153,2024-09-13,115.0,34.65,14.86291486,RICE & NOODLES
1153,2024-09-16,65.0,34.65,17.74891775,RICE & NOODLES
1153,2024-09-17,30.0,34.65,12.12121212,RICE & NOODLES
1153,2024-09-18,150.0,34.65,14.86291486,RICE & NOODLES
1153,2024-09-19,60.0,35.2,16.19318182,RICE & NOODLES
1153,2024-09-20,85.0,35.2,13.35227273,RICE & NOODLES
1153,2024-09-23,245.0,34.65,14.86291486,RICE & NOODLES
1153,2024-09-24,75.0,34.65,16.30591631,RICE & NOODLES
1153,2024-09-25,115.0,36.9,17.34417344,RICE & NOODLES
1153,2024-09-26,65.0,36.9,0.0,RICE & NOODLES
1153,2024-09-27,30.0,35.2,16.19318182,RICE & NOODLES
1153,2024-09-30,130.0,35.2,16.19318182,RICE & NOODLES
1153,2024-10-01,141.0,35.2,16.19318182,RICE & NOODLES
1153,2024-10-02,57.0,35.2,11.36363636,RICE & NOODLES
1153,2024-10-03,2.0,35.2,0.0,RICE & NOODLES
1153,2024-10-04,55.0,35.2,14.77272727,RICE & NOODLES
1153,2024-10-07,128.0,35.2,13.35227273,RICE & NOODLES
1153,2024-10-08,70.0,35.2,14.20454545,RICE & NOODLES
1153,2024-10-09,142.0,29.5,20.05,RICE & NOODLES
1153,2024-10-10,10.0,35.2,14.91477273,RICE & NOODLES
1153,2024-10-14,120.0,35.2,16.19318182,RICE & NOODLES
1153,2024-10-15,155.0,36.9,17.34417344,RICE & NOODLES
1153,2024-10-16,30.0,36.9,6.50406504,RICE & NOODLES
1153,2024-10-17,30.0,36.9,17.34417344,RICE & NOODLES
1153,2024-10-18,50.0,36.9,3.9295393,RICE & NOODLES
1153,2024-10-20,20.0,35.2,2.84090909,RICE & NOODLES
1153,2024-10-21,165.0,36.9,17.34417344,RICE & NOODLES
1153,2024-10-22,40.0,36.9,17.34417344,RICE & NOODLES
1153,2024-10-23,75.0,36.9,20.05420054,RICE & NOODLES
1153,2024-10-25,120.0,36.9,20.05420054,RICE & NOODLES
1153,2024-10-28,10.0,36.9,17.34417344,RICE & NOODLES
1153,2024-10-29,70.0,36.9,0.0,RICE & NOODLES
1153,2024-10-30,520.0,35.2,16.19318182,RICE & NOODLES
1153,2024-10-31,55.0,36.9,18.83468835,RICE & NOODLES
1153,2024-11-01,80.0,36.9,20.05420054,RICE & NOODLES
1153,2024-11-04,165.0,36.9,20.05420054,RICE & NOODLES
1153,2024-11-05,150.0,36.9,18.83468835,RICE & NOODLES
1153,2024-11-06,155.0,36.9,17.34417344,RICE & NOODLES
1153,2024-11-07,105.0,36.9,17.34417344,RICE & NOODLES
1153,2024-11-08,230.0,36.9,18.83468835,RICE & NOODLES
1153,2024-11-11,886.0,28.0,0.0,RICE & NOODLES
1153,2024-11-12,35.0,36.9,14.63414634,RICE & NOODLES
1153,2024-11-13,130.0,33.5,0.0,RICE & NOODLES
1153,2024-11-14,172.0,35.2,13.35227273,RICE & NOODLES
1153,2024-11-15,10.0,36.9,17.34417344,RICE & NOODLES
1153,2024-11-18,77.0,36.9,17.34417344,RICE & NOODLES
1153,2024-11-20,327.0,36.9,20.05420054,RICE & NOODLES
1153,2025-01-08,50.0,38.95,15.40436457,RICE & NOODLES
1153,2025-01-10,50.0,38.95,11.42490372,RICE & NOODLES
1153,2025-01-13,310.0,38.95,17.84338896,RICE & NOODLES
1153,2025-01-15,30.0,38.95,13.99229782,RICE & NOODLES
1153,2025-01-16,120.0,38.95,15.40436457,RICE & NOODLES
1153,2025-01-17,30.0,38.95,13.99229782,RICE & NOODLES
1153,2025-01-20,110.0,38.95,0.0,RICE & NOODLES
1153,2025-01-21,125.0,38.95,15.40436457,RICE & NOODLES
1153,2025-01-22,100.0,38.95,11.42490372,RICE & NOODLES
1153,2025-01-23,140.0,38.95,8.85750963,RICE & NOODLES
1153,2025-01-24,50.0,38.95,13.99229782,RICE & NOODLES
1153,2025-01-27,270.0,38.95,13.99229782,RICE & NOODLES
1153,2025-01-28,100.0,38.95,11.42490372,RICE & NOODLES
1153,2025-01-29,190.0,38.95,13.99229782,RICE & NOODLES
1153,2025-01-30,100.0,38.95,11.42490372,RICE & NOODLES
1153,2025-01-31,50.0,38.95,13.99229782,RICE & NOODLES
1153,2025-02-03,230.0,38.95,13.99229782,RICE & NOODLES
1153,2025-02-04,76.0,38.95,11.42490372,RICE & NOODLES
1153,2025-02-05,70.0,38.95,11.42490372,RICE & NOODLES
1153,2025-02-06,150.0,38.95,13.99229782,RICE & NOODLES
1153,2025-02-07,70.0,38.95,13.99229782,RICE & NOODLES
1153,2025-02-10,315.0,38.95,5.13478819,RICE & NOODLES
1153,2025-02-12,10.0,38.95,8.85750963,RICE & NOODLES
1153,2025-02-17,20.0,35.2,4.82954545,RICE & NOODLES
1153,2025-02-26,70.0,39.55,12.76864728,RICE & NOODLES
1153,2025-03-03,30.0,39.55,12.76864728,RICE & NOODLES
1153,2025-03-04,120.0,39.55,12.76864728,RICE & NOODLES
1153,2025-03-05,125.0,38.95,15.40436457,RICE & NOODLES
1153,2025-03-06,115.0,39.55,9.10240202,RICE & NOODLES
1153,2025-03-07,125.0,39.55,12.76864728,RICE & NOODLES
1153,2025-03-10,990.0,39.55,0.0,RICE & NOODLES
1153,2025-03-11,50.0,39.55,12.76864728,RICE & NOODLES
1153,2025-03-12,85.0,38.95,3.72272144,RICE & NOODLES
1153,2025-03-13,67.0,39.55,12.76864728,RICE & NOODLES
1153,2025-03-14,240.0,39.55,14.03286979,RICE & NOODLES
1153,2025-03-17,150.0,38.95,11.42490372,RICE & NOODLES
1153,2025-03-18,170.0,39.55,12.76864728,RICE & NOODLES
1153,2025-03-19,220.0,38.95,13.99229782,RICE & NOODLES
1153,2025-03-20,10.0,38.95,11.42490372,RICE & NOODLES
1153,2025-03-21,25.0,38.95,11.42490372,RICE & NOODLES
1153,2025-03-24,70.0,39.55,12.76864728,RICE & NOODLES
1153,2025-03-25,65.0,39.55,9.10240202,RICE & NOODLES
1153,2025-03-26,140.0,39.55,0.0,RICE & NOODLES
1153,2025-03-27,25.0,39.55,12.76864728,RICE & NOODLES
1153,2025-03-28,65.0,39.55,12.76864728,RICE & NOODLES
1153,2025-03-31,102.0,35.2,4.82954545,RICE & NOODLES
1153,2025-04-02,190.0,38.95,13.99229782,RICE & NOODLES
1153,2025-04-03,104.0,39.55,15.29709229,RICE & NOODLES
1153,2025-04-07,120.0,39.55,12.76864728,RICE & NOODLES
1153,2025-04-08,55.0,39.55,12.76864728,RICE & NOODLES
1153,2025-04-09,10.0,39.55,15.29709229,RICE & NOODLES
1153,2025-04-10,85.0,38.95,13.99229782,RICE & NOODLES
1153,2025-04-11,115.0,39.55,15.29709229,RICE & NOODLES
1153,2025-04-14,160.0,39.55,12.76864728,RICE & NOODLES
1153,2025-04-15,165.0,38.95,19.12708601,RICE & NOODLES
1153,2025-04-16,10.0,39.55,12.76864728,RICE & NOODLES
1153,2025-04-17,100.0,39.55,0.0,RICE & NOODLES
1153,2025-04-18,10.0,39.55,0.0,RICE & NOODLES
1153,2025-04-20,150.0,39.55,16.56131479,RICE & NOODLES
1153,2025-04-22,10.0,39.55,1.517067,RICE & NOODLES
1153,2025-04-23,140.0,39.55,16.56131479,RICE & NOODLES
1153,2025-04-24,35.0,38.95,13.99229782,RICE & NOODLES
1153,2025-04-25,25.0,35.2,7.67045455,RICE & NOODLES
1153,2025-04-28,20.0,39.55,0.0,RICE & NOODLES
1153,2025-04-29,105.0,39.55,12.76864728,RICE & NOODLES
1155,2024-01-31,150.0,35.4,0.0,RICE & NOODLES
1155,2024-02-02,10.0,41.5,0.0,RICE & NOODLES
1155,2024-02-05,45.0,42.5,0.0,RICE & NOODLES
1155,2024-02-06,75.0,35.42,0.0,RICE & NOODLES
1155,2024-02-08,37.0,42.5,0.0,RICE & NOODLES
1155,2024-02-09,15.0,42.5,0.0,RICE & NOODLES
1155,2024-02-12,71.0,39.0,0.0,RICE & NOODLES
1155,2024-02-13,22.0,40.5,0.0,RICE & NOODLES
1155,2024-02-14,35.0,42.5,0.0,RICE & NOODLES
1155,2024-02-15,1.0,35.5,0.0,RICE & NOODLES
1155,2024-02-16,64.0,42.5,0.0,RICE & NOODLES
1155,2024-02-17,10.0,42.5,0.0,RICE & NOODLES
1155,2024-02-19,5.0,42.5,0.0,RICE & NOODLES
1155,2024-02-20,36.0,42.5,0.0,RICE & NOODLES
1155,2024-02-21,55.0,42.5,0.0,RICE & NOODLES
1155,2024-02-22,42.0,42.5,0.0,RICE & NOODLES
1155,2024-02-23,20.0,40.8,0.0,RICE & NOODLES
1155,2024-02-28,35.0,42.5,0.0,RICE & NOODLES
1155,2024-02-29,50.0,34.95,0.0,RICE & NOODLES
1155,2024-03-01,96.0,42.5,0.0,RICE & NOODLES
1155,2024-03-14,200.0,33.0,0.0,RICE & NOODLES
1155,2024-03-15,5.0,42.5,0.0,RICE & NOODLES
1155,2024-03-18,42.0,42.5,11.76470588,RICE & NOODLES
1155,2024-03-19,11.0,42.5,18.82352941,RICE & NOODLES
1155,2024-03-20,10.0,42.5,0.0,RICE & NOODLES
1155,2024-03-21,45.0,42.5,0.0,RICE & NOODLES
1155,2024-03-22,10.0,42.5,0.0,RICE & NOODLES
